title,description,link,guid
"Fitness for mums","Tuesday, August 1, 2017, 4:15&nbsp;&ndash;&nbsp;5:15pm <br/><br/><img src=""http://www.trumba.com/i/DgA3dq-6ZJ7CcAztY3JzswOW.jpg"" title=""Fitness for mums"" alt=""Fitness for mums"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Stay fit and healthy after having your baby. Re-build strength, tone and achieve overall cardio fitness. This is a great opportunity to meet other mums. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Nadia from Nadu Fitness on 0487 070 174. <br/><b>Meeting point</b>:&nbsp;Near the playground <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=289601&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Grenier Park, Acacia Ridge</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.579044,153.019307(Grenier+Park%2c+Acacia+Ridge)"" target=""_blank"">Grenier Park, 20 Oxley Street, Acacia Ridge</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977023,
"Fitness for mums",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977023,,"Bookings essential. Stay fit and healthy after having your baby. Re-build strength, tone and achieve overall cardio fitness. This is a great opportunity to meet other mums."
"Latin TLC training","Tuesday, August 1, 2017, 5:15&nbsp;&ndash;&nbsp;6:15pm <br/><br/><img src=""http://www.trumba.com/i/DgCUd5vIaM6YL9jpvUqnqkdM.jpg"" title=""Latin TLC training"" alt=""Latin TLC training"" width=""132"" height=""79"" /><br/><br/>Bookings essential. A fitness workout that will challenge you to the max. The program is divided in two sessions one strength based the other cardio based and combined with Latin music provides an excellent pleasurable workout. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Edwardo at Inclusive Fitness Solutions on 0433 975 766. <br/><b>Meeting point</b>:&nbsp;By the picnic tables, corner of Montague Rd and Hill End Tce <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221660&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Orleigh Park, West End</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.486727,152.997003(Orleigh+Park%2c+West+End)"" target=""_blank"">Orleigh Park, 68 Hill End Terrace, West End</a> <br/><b>Boat ramp facilities</b>:&nbsp;Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Orleigh Park Pontoon,  Status: closed <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977042,
"Latin TLC training",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977042,,"Bookings essential. A fitness workout that will challenge you to the max. The program is divided in two sessions one strength based the other cardio based and combined with Latin music provides an excellent pleasurable workout."
Pilates,"Tuesday, August 1, 2017, 5:15&nbsp;&ndash;&nbsp;6:15pm <br/><br/><img src=""http://www.trumba.com/i/DgBn-7sg-wtZpLktWji-fURD.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages and options will be provided for all levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sandra on 0422 526 924. <br/><b>Meeting point</b>:&nbsp;Near the gym equipment area, off Riding Road <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221621&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Hawthorne Park, Hawthorne</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.46368217,153.0620424(Hawthorne+Park%2c+Hawthorne)"" target=""_blank"">Hawthorne Park, 140 Riding Road, Hawthorne</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977064,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977064,,"A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages and options will be provided for all levels."
"Hip Hop dance","Tuesday, August 1, 2017, 5:30&nbsp;&ndash;&nbsp;6:30pm <br/><br/><img src=""http://www.trumba.com/i/DgBkIPBwOuuVDKxA1TGFP5JI.jpg"" title=""Hip Hop dance"" alt=""Hip Hop dance"" width=""132"" height=""79"" /><br/><br/>Come dance to the greatest current and old school Hip Hop, Rap and RnB tracks. Whatever is getting you moving in the clubs, this is what will get you moving in this class! Come refine your skills and chase that feeling of mastering a routine. This is a style anyone can learn, no prior training is necessary. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Janna from Mad Dance House on 3210 6724. <br/><b>Meeting point</b>:&nbsp;South Bank Piazza <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=464155&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">South Bank Parklands</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.478191,153.022929(South+Bank+Parklands)"" target=""_blank"">South Bank Parklands, Corner Ernest Street, Stanley Street and Grey Street, South Brisbane</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978561,
"Hip Hop dance",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978561,,"Come dance to the greatest current and old school Hip Hop, Rap and RnB tracks. Whatever is getting you moving in the clubs, this is what will get you moving in this class! Come refine your skills and chase that feeling of mastering a routine. This is a style anyone can learn, no prior training is necessary."
"Tai Chi Qigong","Wednesday, August 2, 2017, 7&nbsp;&ndash;&nbsp;8am <br/><br/><img src=""http://www.trumba.com/i/DgDKVDumlpuK%2AUx81tRBo3Re.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Near playground, off Burilda St, Hendra <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=472399&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">The Beirne Park, Hendra</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.418901,153.06855(The+Beirne+Park%2c+Hendra)"" target=""_blank"">The Beirne Park, 77 Gerler Road, Hendra</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977079,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977079,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Tai Chi Qigong","Wednesday, August 2, 2017, 8:30&nbsp;&ndash;&nbsp;9:30am <br/><br/><img src=""http://www.trumba.com/i/DgAXhN2o9HUwh9nGnr57608y.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Opposite Florence Street, near car park, Wynnum Esp., Wynnum <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221691&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Wynnum Wading Pool Park, Wynnum</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.441406,153.176161(Wynnum+Wading+Pool+Park%2c+Wynnum)"" target=""_blank"">Wynnum Wading Pool Park, 173 Wynnum Esplanade, Wynnum</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977090,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977090,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Tai Chi Qigong","Wednesday, August 2, 2017, 9&nbsp;&ndash;&nbsp;10am <br/><br/><img src=""http://www.trumba.com/i/DgBtxkqFoKDPcPYvoBD5lL8j.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;$5 <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Near shelter shed <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221569&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Anstead Bushland Reserve, Anstead</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.546442,152.857289(Anstead+Bushland+Reserve%2c+Anstead)"" target=""_blank"">Anstead Bushland Reserve, 552 Hawksbury Road, Anstead</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977109,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977109,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Circuits and intervals","Wednesday, August 2, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgAcO0Y-FrxWWsTG8Miinfog.jpg"" title=""Circuits and intervals"" alt=""Circuits and intervals"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Body conditioning circuits and interval training proven to be the most time efficient and effective way to increase and maintain your fitness levels. Varied programs designed to target strength, build muscular endurance and improve cardiovascular performance. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Christine from Fitness with a Twist on 0406 425 561. <br/><b>Meeting point</b>:&nbsp;Near half basketball court <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221578&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Bowman Park, Bardon</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4583172,152.9749773(Bowman+Park%2c+Bardon)"" target=""_blank"">Bowman Park, 247 Simpsons Road, Bardon</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977133,
"Circuits and intervals",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977133,,"Bookings essential. Body conditioning circuits and interval training proven to be the most time efficient and effective way to increase and maintain your fitness levels. Varied programs designed to target strength, build muscular endurance and improve cardiovascular performance."
"Fit mums boxing","Wednesday, August 2, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgBdu60N4D3DLE4bBwkram5j.jpg"" title=""Fit mums boxing"" alt=""Fit mums boxing"" width=""132"" height=""79"" /><br/><br/>A higher intensity exercise class in the park that includes interval training and boxing activities. Mums, dads and bubs welcome. Bring a towel and no bookings essential. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Belinda at Mums-ercise on 0424 505 343. <br/><b>Meeting point</b>:&nbsp;On the grass near the kids playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221667&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Raymond Park, Kangaroo Point</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.480864,153.0369638(Raymond+Park%2c+Kangaroo+Point)"" target=""_blank"">Raymond Park, 184 Wellington Road, Kangaroo Point</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977357,
"Fit mums boxing",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977357,,"A higher intensity exercise class in the park that includes interval training and boxing activities. Mums, dads and bubs welcome. Bring a towel and no bookings essential."
"Boxing and fitness circuit","Wednesday, August 2, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgBxTWH8KnDODIWJOG%2AE0tCw.jpg"" title=""Boxing and fitness circuit"" alt=""Boxing and fitness circuit"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Fitness circuit using the park gym equipment with a boxing warm-up. All levels catered for. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jen&#39;s Outdoor Gym on 0410 010 316. <br/><b>Meeting point</b>:&nbsp;Near gym equipment area. <br/><b>Requirements</b>:&nbsp;Boxing glove liners. <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=288686&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Akuna Street Park, Kenmore</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.512338,152.950867(Akuna+Street+Park%2c+Kenmore)"" target=""_blank"">Akuna Street Park, 114 Akuna Street, Kenmore</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977382,
"Boxing and fitness circuit",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977382,,"Bookings essential. Fitness circuit using the park gym equipment with a boxing warm-up. All levels catered for."
"Fitness 4 me","Wednesday, August 2, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgDjtVXUll6A1ejfCbrre2Xs.jpg"" title=""Fitness 4 me"" alt=""Fitness 4 me"" width=""132"" height=""79"" /><br/><br/>An outdoor exercise class that includes skipping and hula hooping to assist in improving cardio, strength and core stability. Mums, dads and bubs welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Aggie from Mona Health Coach on 0433 463 578. <br/><b>Meeting point</b>:&nbsp;Under cover pavilion area to the right of the park entrance. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221671&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Rocks Riverside Park, Seventeen Mile Rocks</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.542285,152.960407(Rocks+Riverside+Park%2c+Seventeen+Mile+Rocks)"" target=""_blank"">Rocks Riverside Park, 531 Seventeen Mile Rocks Road, Seventeen Mile Rocks</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977401,
"Fitness 4 me",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977401,,"An outdoor exercise class that includes skipping and hula hooping to assist in improving cardio, strength and core stability. Mums, dads and bubs welcome."
"Mums boxing and fitness","Wednesday, August 2, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgCJYV6%2AxQ1K5hf0ozVoN1Wm.jpg"" title=""Mums boxing and fitness"" alt=""Mums boxing and fitness"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Increase your fitness using general boxing techniques, combinations and punches incorporating legs, arms, abs and running into the workout. A great way to get active, increase your cardio fitness and build all-over strength. Bubs are welcome at the class. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Suanne at Fitness Forever on 0414 437 616. <br/><b>Meeting point</b>:&nbsp;Meet at reception. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=290384&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Karawatha Forest Park and Discovery Centre</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.623277,153.094261(Karawatha+Forest+Park+and+Discovery+Centre)"" target=""_blank"">Karawatha Forest Park and Discovery Centre, 149 Acacia Road, Karawatha</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977423,
"Mums boxing and fitness",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977423,,"Bookings essential. Increase your fitness using general boxing techniques, combinations and punches incorporating legs, arms, abs and running into the workout. A great way to get active, increase your cardio fitness and build all-over strength. Bubs are welcome at the class."
Pilates,"Wednesday, August 2, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgDE8WxaO4FAJOiksznXb1aI.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sharon at Precision Pilates on 0439 996 049. <br/><b>Meeting point</b>:&nbsp;Near the playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221603&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Dorrington Park, Ashgrove</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.440247,152.985687(Dorrington+Park%2c+Ashgrove)"" target=""_blank"">Dorrington Park, 5 Mirrabooka Road, Ashgrove</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977449,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977449,,"Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises."
"Stretch, tone, bend and balance","Wednesday, August 2, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgAKnVtxDwFXIeZqMK6EfZcs.jpg"" title=""Stretch, tone, bend and balance"" alt=""Stretch, tone, bend and balance"" width=""132"" height=""79"" /><br/><br/>Tone the body, increase flexibility, gain strength and relax the mind with yoga for mums with children and open to anyone else that wishes to join in. If you have children they can play or join in while you get to move your body. Focus is on flexibility, core strength, pelvic floor and abdominals, all in the beautiful outdoors. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Haydie at Inspirit Health and Yoga on 0415 834 659. <br/><b>Meeting point</b>:&nbsp;By the playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221576&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Booker Place Park, Bellbowrie</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.563935,152.891911(Booker+Place+Park%2c+Bellbowrie)"" target=""_blank"">Booker Place Park, 89 Birkin Road, Bellbowrie</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124001912,
"Stretch, tone, bend and balance",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124001912,,"Tone the body, increase flexibility, gain strength and relax the mind with yoga for mums with children and open to anyone else that wishes to join in. If you have children they can play or join in while you get to move your body. Focus is on flexibility, core strength, pelvic floor and abdominals, all in the beautiful outdoors."
Yoga,"Wednesday, August 2, 2017, 10:30&nbsp;&ndash;&nbsp;11:30am <br/><br/><img src=""http://www.trumba.com/i/DgDINew7rl-DZx-0g66rZZWU.jpg"" title=""Yoga"" alt=""Yoga"" width=""132"" height=""79"" /><br/><br/>Yoga calms the mind and body while stretching and strengthening through long hold poses. All levels catered for. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Irene on 0433 346 819. <br/><b>Meeting point</b>:&nbsp;Near the playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221662&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Perth Street Park, Camp Hill</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.48651,153.073893(Perth+Street+Park%2c+Camp+Hill)"" target=""_blank"">Perth Street Park, 74 Perth Street, Camp Hill</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977467,
Yoga,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977467,,"Yoga calms the mind and body while stretching and strengthening through long hold poses. All levels catered for."
"Skateboarding masterclass","Wednesday, August 2, 2017, 3:30&nbsp;&ndash;&nbsp;4:30pm <br/><br/><img src=""http://www.trumba.com/i/DgCifmqOOnHgjP7wlz0sc5wV.jpg"" title=""Skateboarding masterclass"" alt=""Skateboarding masterclass"" width=""132"" height=""79"" /><br/><br/>Bookings essential. These workshops make learning to skateboard fun, safe and easy for everyone. Through weekly coaching sessions you will learn the skills of skateboarding in an exciting, social and safe environment. The program also provides a great opportunity for parents to interact with their kids through the activities. All ages and levels welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book visit <a href=""http://australianskateboarding.com/events/tags/brisbane-city-council/"" target=""_blank"">Australian Skateboard Community Initiative</a>&#160;or phone 1300 918 531. <br/><b>Meeting point</b>:&nbsp;Skatepark <br/><b>Requirements</b>:&nbsp;Skateboard and helmet if you have one.  Some equipment will be provided. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221650&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Neal Macrossan Playground Park, Paddington</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.462786,153.010822(Neal+Macrossan+Playground+Park%2c+Paddington)"" target=""_blank"">Neal Macrossan Playground Park, 14 Caroline Street, Paddington</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977526,
"Skateboarding masterclass",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977526,,"Bookings essential. These workshops make learning to skateboard fun, safe and easy for everyone. Through weekly coaching sessions you will learn the skills of skateboarding in an exciting, social and safe environment. The program also provides a great opportunity for parents to interact with their kids through the activities. All ages and levels welcome."
